"regions","indicators","price-type","economic-activity-of-non-petrol","institutional-sector","Unit","Date","Value"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2013","2834.8"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2014","3193.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2015","3297.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2016","3581.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2017","3648.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2018","3657.3"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2019","3671.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Public Administration & Defence","Total","Mn.R.O","2020","3677.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2010","1065.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2011","1098.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2012","1249.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2013","1378.7"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2014","1786.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2015","1812.6"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2016","1830.6"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2017","1835.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2018","1728.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2019","1886.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Education","Total","Mn.R.O","2020","2078.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2010","366.6"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2011","395.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2012","467.8"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2013","564.6"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2014","792.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2015","859.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2016","860.8"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2017","894.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2018","856.7"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2019","874.6"
"Oman","Gross Domestic Product (GDP)","Current Prices","Health","Total","Mn.R.O","2020","1087.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2010","189.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2011","219.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2012","231"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2013","259.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2014","365.7"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2015","375"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2016","386.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2017","390.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2018","386.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2019","400.8"
"Oman","Gross Domestic Product (GDP)","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2020","375.7"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2010","62.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2011","74.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2012","94.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2013","117.3"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2014","139"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2015","158.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2016","175.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2017","194.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2018","206.7"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2019","231.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2020","203.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2010","-468.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2011","-533.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2012","-589"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2013","-591.1"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2014","-629.3"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2015","-693.2"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2016","-741.1"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2017","-768.6"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2018","-783.9"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2019","-825.1"
"Oman","Gross Domestic Product (GDP)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2020","-813.7"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2010","-646.1"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2011","-1344.4"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2012","-1437.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2013","-1415.3"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2014","-1324.8"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2015","-803.1"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2016","-200"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2017","-351.1"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2018","-359.5"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2019","-545.3"
"Oman","Gross Domestic Product (GDP)","Current Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2020","-541"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2010","9942.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2011","10128.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2012","10498.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2013","10779.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2014","10529.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2015","10993.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2016","11402"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2017","11106.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2018","11435"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2019","11135.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Petroleum Activities","Total","Mn.R.O","2020","10884.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2010","8661.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2011","8820.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2012","9180.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2013","9319.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2014","9240.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2015","9674.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2016","10032.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2017","9710.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2018","9820.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2019","9512.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Crude Petroleum","Total","Mn.R.O","2020","9297.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2010","1281.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2011","1307.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2012","1317.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2013","1459.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2014","1288.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2015","1318.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2016","1369.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2017","1396.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2018","1614.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2019","1622.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Natural Gas","Total","Mn.R.O","2020","1587.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2010","17137.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2011","17838.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2012","19919.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2013","21215.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2014","21990.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2015","23232.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2016","24456.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2017","24853.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2018","24892.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2019","24838.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Total Non Petroleum Activities","Total","Mn.R.O","2020","23848.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2010","295"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2011","295.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2012","293.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2013","340.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2014","346"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2015","465.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2016","504.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2017","534.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2018","650.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2019","678.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture & Forestry & Fishing","Total","Mn.R.O","2020","775.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Agriculture","Total","Mn.R.O","2010","225.3"
