"region","indicator","station","networks","opwp-purchases","Unit","Date","Value"
"Oman","(Total production of electricity (GW/H)","Eyon","Total","Total","Gw/H","2017","0.9"
"Oman","(Total production of electricity (GW/H)","Eyon","Total","Total","Gw/H","2018","0.85"
"Oman","(Total production of electricity (GW/H)","Eyon","Total","Total","Gw/H","2019","1.04"
"Oman","(Total production of electricity (GW/H)","Eyon","Total","Total","Gw/H","2020","0.2"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2012","1.3"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2013","1.1"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2014","1.4"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2015","1.4"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2016","1.5"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2017","1.6"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2018","1.73"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2019","0.54"
"Oman","(Total production of electricity (GW/H)","Tosnat","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2012","2.4"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2013","3.5"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2014","3.8"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2015","3.7"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2016","3.8"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2017","3.9"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2018","3.7"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2019","4"
"Oman","(Total production of electricity (GW/H)","Mithan","Total","Total","Gw/H","2020","4.1"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Ayboot","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2012","0.3"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2013","0.6"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2014","0.6"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2015","0.7"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2017","0.7"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2018","0.1"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Matahfah","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Horat","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2012","0.5"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2013","0.7"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2014","0.8"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2015","0.8"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2016","0.9"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2017","1"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2018","1"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2019","0.4"
"Oman","(Total production of electricity (GW/H)","Mahwis","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2012","0.7"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2013","0.8"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2014","0.9"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2015","0.9"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2016","1.1"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2017","1.2"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2018","1.2"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2019","1.4"
"Oman","(Total production of electricity (GW/H)","Fathkheet","Total","Total","Gw/H","2020","1.8"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2012","1.6"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2013","2.4"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2014","2.7"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2015","3.3"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2016","2.9"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2017","3"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2018","3.3"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2019","4"
"Oman","(Total production of electricity (GW/H)","Andat","Total","Total","Gw/H","2020","4.2"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2012","0.7"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2013","0.9"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2014","1.2"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2015","1.8"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2016","2.1"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2017","1.9"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2018","1.7"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2019","2.2"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2020","2.6"
"Oman","(Total production of electricity (GW/H)","Masder ( Wind IPP)","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Masder ( Wind IPP)","Total","Total","Gw/H","2019","8.7"
"Oman","(Total production of electricity (GW/H)","Masder ( Wind IPP)","Total","Total","Gw/H","2020","104.3"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Maturah","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2012","61.4"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2013","71"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2014","73.6"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2015","92.8"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2016","107.2"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2017","150.875414"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2018","152.07"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2019","158.83"
"Oman","(Total production of electricity (GW/H)","Saih Al Kirat","Total","Total","Gw/H","2020","145.5"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2012","281"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2013","302"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2014","332.1"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2015","358"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2016","365"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2017","389.050911"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2018","439.430457"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2019","436.530393"
"Oman","(Total production of electricity (GW/H)","Musandam","Total","Total","Gw/H","2020","419"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2012","187.4"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2013","202.8"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2014","222.82"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2015","241.9"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2016","249.8"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2017","66"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2018","13.147946"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2019","0.899075"
"Oman","(Total production of electricity (GW/H)","Khasab","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2012","37.7"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2013","78.1"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2014","84.41"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2015","89.1"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2016","88.7"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2017","87.9"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2018","43.29912"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2019","1.63604"
"Oman","(Total production of electricity (GW/H)","Dibba","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2012","19.9"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2013","20.9"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2014","24.79"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2015","27.2"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2016","26.9"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2017","28.5"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2018","28.96164"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2019","28.219885"
"Oman","(Total production of electricity (GW/H)","Madha","Total","Total","Gw/H","2020","28.3"
"Oman","(Total production of electricity (GW/H)","Tibat","Total","Total","Gw/H","2018","354"
"Oman","(Total production of electricity (GW/H)","Tibat","Total","Total","Gw/H","2019","405.8"
"Oman","(Total production of electricity (GW/H)","Tibat","Total","Total","Gw/H","2020","390.8"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2012","0.2"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2014","0.14"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2016","0.02"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Kamzar","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2012","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Hajer Bani Houmed","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Al Rouda","Total","Total","Gw/H","2012","0"
